Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
2.01E+12,547020,256520,0.149232,52.187292,35,3,2,1,01/06/2012,6,11:30,390,E10000003,5,235,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01017968
2.01E+12,545270,258150,0.12435,52.2024,35,3,2,1,08/06/2012,6,13:15,390,E10000003,5,295,6,30,0,-1,-1,0,0,4,1,2,2,0,0,1,2,E01017981
2.01E+12,543620,259120,0.100634,52.211547,35,3,1,1,08/06/2012,6,17:05,390,E10000003,3,1303,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01017984
2.01E+12,547470,257760,0.156349,52.198313,35,3,2,1,09/06/2012,7,10:00,390,E10000003,3,1134,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01017999
2.01E+12,544380,254260,0.10968,52.167684,35,3,1,1,09/06/2012,7,11:23,390,E10000003,3,1309,6,30,8,4,6,0,0,0,1,9,1,0,0,1,1,E01018002
2.01E+12,547720,258860,0.160484,52.208128,35,3,2,2,11/06/2012,2,13:02,390,E10000003,6,0,6,30,0,-1,-1,0,0,0,1,9,1,0,0,1,2,E01017947
2.01E+12,544810,258170,0.117632,52.202701,35,3,2,1,11/06/2012,2,08:45,390,E10000003,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,2,E01017986
2.01E+12,544940,256010,0.11861,52.18326,35,3,2,1,12/06/2012,3,11:40,390,E10000003,3,1309,6,30,3,4,6,0,0,4,1,1,1,0,0,2,2,E01018004
2.01E+12,544370,260300,0.112106,52.221953,35,3,2,1,13/06/2012,4,18:43,390,E10000003,4,1049,6,30,6,2,5,289,0,5,1,1,1,0,0,1,1,E01017955
2.01E+12,546920,257630,0.148251,52.197291,35,3,2,1,14/06/2012,5,12:00,390,E10000003,5,280,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,E01018000
2.01E+12,544580,259070,0.114653,52.210847,35,2,2,1,14/06/2012,5,15:35,390,E10000003,3,1303,6,30,6,2,5,290,0,4,1,1,1,0,0,1,1,E01017958
2.01E+12,543860,259740,0.104407,52.217055,35,3,1,1,17/06/2012,1,10:16,390,E10000003,3,1307,6,30,3,4,6,0,0,8,1,1,1,0,0,1,1,E01017956
2.01E+12,546050,258650,0.135971,52.206686,35,2,2,1,17/06/2012,1,16:20,390,E10000003,3,603,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01017983
2.01E+12,544860,255700,0.117308,52.180496,35,3,3,1,18/06/2012,2,16:15,390,E10000003,3,1134,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01018002
2.01E+12,548150,259450,0.16703,52.213314,35,3,1,1,19/06/2012,3,14:55,390,E10000003,4,1047,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01017948
2.01E+12,547240,254720,0.151667,52.171062,35,3,2,1,19/06/2012,3,18:00,390,E10000003,3,1307,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,E01017995
2.01E+12,547490,257850,0.156681,52.199116,35,3,3,1,20/06/2012,4,19:05,390,E10000003,3,1134,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01017999
2.01E+12,547370,257040,0.154574,52.191871,35,3,2,1,19/06/2012,3,12:19,390,E10000003,3,1134,1,30,1,4,6,0,0,4,1,9,1,0,0,1,2,E01017968
2.01E+12,544820,255780,0.116758,52.181225,35,2,2,1,21/06/2012,5,16:45,390,E10000003,3,1309,6,30,8,4,6,0,0,0,1,2,2,0,0,1,1,E01018004
2.01E+12,545850,260150,0.133692,52.220216,35,3,2,1,22/06/2012,6,12:45,390,E10000003,3,1309,6,30,8,4,6,0,0,0,1,2,2,0,0,1,1,E01018006
2.01E+12,547920,257800,0.162946,52.198551,35,3,3,1,22/06/2012,6,19:09,390,E10000003,6,0,6,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01017962
2.01E+12,545460,260720,0.128232,52.22544,35,3,2,1,25/06/2012,2,13:00,390,E10000003,5,287,6,30,8,4,6,0,0,4,1,1,1,0,0,1,2,E01017978
2.01E+12,546440,258930,0.141795,52.209098,35,3,2,1,26/06/2012,3,10:00,390,E10000003,3,1134,3,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01017943
2.01E+12,546290,257800,0.139114,52.198986,35,3,2,1,27/06/2012,4,18:35,390,E10000003,5,280,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01017987
2.01E+12,547080,258190,0.150833,52.20228,35,3,1,1,28/06/2012,5,16:10,390,E10000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01017997
2.01E+12,548210,256210,0.166491,52.184189,35,3,1,1,26/06/2012,3,08:30,390,E10000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01017959
2.01E+12,546620,260960,0.145306,52.227289,35,3,5,1,28/06/2012,5,23:15,390,E10000003,3,1309,6,30,6,2,5,279,0,5,4,9,1,0,0,1,1,E01017976
2.01E+12,545540,260900,0.12948,52.227036,35,2,1,1,29/06/2012,6,14:05,390,E10000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01017978
2.01E+12,546800,256550,0.146029,52.18762,35,3,1,1,30/06/2012,7,20:00,390,E10000003,5,235,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01017966
2.01E+12,545970,255970,0.133647,52.182629,35,3,2,1,02/07/2012,2,08:45,390,E10000003,6,0,6,20,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01017993
2.01E+12,544920,255960,0.118296,52.182816,35,3,2,1,02/07/2012,2,12:15,390,E10000003,3,1309,6,30,0,-1,-1,0,0,0,1,9,1,0,0,2,2,E01018004
2.01E+12,545920,258470,0.133992,52.205104,35,3,3,1,02/07/2012,2,14:00,390,E10000003,3,603,6,30,3,4,6,0,0,4,1,9,2,0,0,1,1,E01017991
2.01E+12,546750,259130,0.146415,52.210813,35,3,2,1,03/07/2012,3,17:40,390,E10000003,3,1134,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01017943
2.01E+12,545550,257890,0.128333,52.19999,35,2,2,1,02/07/2012,2,18:30,390,E10000003,3,603,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,2,E01018005
2.01E+12,545910,258450,0.133837,52.204926,35,3,1,1,04/07/2012,4,20:10,390,E10000003,3,603,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01017991
2.01E+12,545030,257850,0.120712,52.199768,35,3,2,1,04/07/2012,4,13:10,390,E10000003,5,296,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01017981
2.01E+12,547510,257400,0.156777,52.195068,35,3,1,1,05/07/2012,5,15:41,390,E10000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01017999
2.01E+12,545590,257730,0.128849,52.198542,35,3,2,1,05/07/2012,5,16:46,390,E10000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01018005
2.01E+12,545140,257650,0.122235,52.197942,35,3,2,1,06/07/2012,6,08:29,390,E10000003,3,603,1,30,2,4,5,296,0,0,1,2,2,0,0,1,2,E01018005
2.01E+12,545630,259940,0.130383,52.218387,35,3,2,1,05/07/2012,5,12:30,390,E10000003,3,1134,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01018007
2.01E+12,544320,258670,0.11068,52.207321,35,3,2,2,06/07/2012,6,15:10,390,E10000003,3,1134,6,30,0,-1,-1,0,0,8,1,1,1,0,0,1,1,E01017958
2.01E+12,546670,257660,0.144609,52.197627,35,3,2,1,07/07/2012,7,08:51,390,E10000003,5,280,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01018000
2.01E+12,546760,259150,0.14657,52.21099,35,3,2,1,08/07/2012,1,13:20,390,E10000003,3,1134,6,30,6,2,6,0,0,5,1,2,2,0,0,1,1,E01017943
2.01E+12,544820,258130,0.117761,52.202339,35,3,2,1,11/07/2012,4,00:15,390,E10000003,5,294,6,30,3,4,6,0,0,4,4,1,1,0,0,1,1,E01017981
2.01E+12,547140,259440,0.152254,52.213494,35,2,2,2,12/07/2012,5,12:32,390,E10000003,3,1134,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01017943
2.01E+12,547350,257010,0.154269,52.191606,35,2,2,1,13/07/2012,6,17:00,390,E10000003,3,1134,1,30,1,4,6,0,0,4,1,1,1,0,0,1,1,E01017968
2.01E+12,544330,259980,0.111384,52.219088,35,3,2,1,13/07/2012,6,19:00,390,E10000003,4,1049,6,30,8,4,6,0,0,0,1,1,1,0,0,1,2,E01017949
2.01E+12,544370,258390,0.111292,52.204793,35,3,2,1,15/07/2012,1,02:00,390,E10000003,3,1134,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01017986
2.01E+12,548980,257040,0.17811,52.191438,35,3,2,5,14/07/2012,7,23:50,390,E10000003,5,233,6,30,3,2,6,0,0,5,4,2,2,0,0,1,2,E01017964
2.01E+12,545700,257800,0.130487,52.199142,35,3,2,1,16/07/2012,2,09:20,390,E10000003,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01018005
2.01E+12,547120,258370,0.151496,52.203886,35,3,2,1,16/07/2012,2,17:15,390,E10000003,5,298,6,30,0,-1,-1,0,0,0,1,9,1,0,0,1,2,E01017997
2.01E+12,545580,258700,0.129119,52.20726,35,3,1,1,17/07/2012,3,09:15,390,E10000003,6,0,6,30,0,-1,-1,0,0,4,1,9,1,0,6,1,2,E01017983
2.01E+12,543010,259220,0.091754,52.212604,35,3,2,1,18/07/2012,4,17:40,390,E10000003,3,1303,6,40,8,4,6,0,0,0,1,1,1,0,0,1,1,E01017984
2.01E+12,545700,257000,0.130143,52.191955,35,3,2,1,19/07/2012,5,10:00,390,E10000003,5,281,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01018004
2.01E+12,546060,258670,0.136126,52.206863,35,3,2,1,19/07/2012,5,16:15,390,E10000003,3,603,3,30,3,2,6,0,0,5,1,2,2,0,0,1,1,E01017983
2.01E+12,546000,257290,0.134654,52.194481,35,3,2,1,20/07/2012,6,09:45,390,E10000003,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01018004
2.01E+12,547160,255380,0.150784,52.177013,35,3,2,1,19/07/2012,5,13:45,390,E10000003,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,2,E01017995
2.01E+12,543800,259780,0.103547,52.21743,35,3,2,1,22/07/2012,1,11:05,390,E10000003,3,1307,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01017956
2.01E+12,545300,257670,0.124583,52.19808,35,3,2,1,22/07/2012,1,16:00,390,E10000003,3,603,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01018005
2.01E+12,546740,256170,0.144988,52.184222,35,3,1,1,23/07/2012,2,16:52,390,E10000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,2,1,1,E01017992
2.01E+12,545370,258180,0.125825,52.202643,35,3,3,1,23/07/2012,2,17:35,390,E10000003,6,0,2,20,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01017981
2.01E+12,545390,258510,0.126259,52.205603,35,3,2,3,24/07/2012,3,11:30,390,E10000003,5,292,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01017982
2.01E+12,545970,257310,0.134224,52.194668,35,3,2,1,24/07/2012,3,10:25,390,E10000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01017987
2.01E+12,544930,261210,0.120688,52.229982,35,1,2,1,24/07/2012,3,15:00,390,E10000003,5,287,1,30,2,4,6,0,0,1,1,1,1,0,0,1,1,E01017952
2.01E+12,546920,257600,0.148238,52.197022,35,3,2,1,24/07/2012,3,11:45,390,E10000003,5,280,6,30,6,2,6,0,0,5,1,1,1,0,0,1,2,E01018000
2.01E+12,548620,256340,0.17254,52.185247,35,2,2,1,25/07/2012,4,13:00,390,E10000003,5,233,1,30,2,4,6,0,0,0,1,1,1,0,0,1,1,E01017959
2.01E+12,544940,257570,0.119276,52.197276,35,3,2,1,25/07/2012,4,09:40,390,E10000003,3,1134,6,30,0,-1,-1,0,0,4,1,1,1,0,0,2,1,E01018005
2.01E+12,547890,259320,0.16317,52.212215,35,2,2,1,06/07/2012,6,07:45,390,E10000003,3,1134,1,30,1,4,3,1303,0,4,1,1,2,0,0,1,2,E01017946
2.01E+12,545720,258150,0.13093,52.202281,35,3,2,1,29/07/2012,1,09:00,390,E10000003,3,603,6,30,6,2,5,293,0,5,1,1,1,0,0,1,1,E01017981
2.01E+12,545300,258130,0.12478,52.202213,35,3,2,1,29/07/2012,1,15:40,390,E10000003,5,295,6,30,3,4,6,0,0,4,1,2,2,0,0,1,1,E01017981
2.01E+12,546800,255330,0.145501,52.176659,35,3,2,1,27/07/2012,6,06:40,390,E10000003,3,1134,1,30,1,2,3,1307,0,5,1,1,1,0,0,1,2,E01017993
2.01E+12,546020,257290,0.134946,52.194476,35,3,1,3,01/08/2012,4,10:25,390,E10000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01018004
2.01E+12,544350,260060,0.111711,52.219802,35,3,2,1,02/08/2012,5,20:28,390,E10000003,4,1049,6,30,3,4,6,0,0,4,1,1,2,0,0,1,1,E01017949
2.01E+12,549080,256500,0.179334,52.18656,35,2,2,1,13/07/2012,6,09:30,390,E10000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01017960
2.01E+12,544880,258430,0.118767,52.205018,35,3,2,1,05/08/2012,1,03:50,390,E10000003,6,0,2,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01017982
2.01E+12,546500,259350,0.142854,52.212856,35,2,1,2,06/08/2012,2,18:00,390,E10000003,6,0,6,30,0,-1,-1,0,0,7,1,1,1,0,0,1,1,E01017943
2.01E+12,547690,259850,0.160477,52.217031,35,3,1,1,07/08/2012,3,17:47,390,E10000003,6,0,6,30,3,4,6,0,0,0,1,8,1,0,0,1,1,E01017946
2.01E+12,546600,259980,0.144589,52.218489,35,3,2,1,08/08/2012,4,17:45,390,E10000003,5,279,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01017970
2.01E+12,546680,257160,0.144539,52.193133,35,3,2,1,12/08/2012,1,18:28,390,E10000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01017965
2.01E+12,544830,258070,0.117882,52.201797,35,3,2,1,13/08/2012,2,17:00,390,E10000003,5,296,6,30,6,3,6,0,0,4,1,1,1,0,2,1,2,E01017981
2.01E+12,546790,255280,0.145334,52.176213,35,3,2,1,15/08/2012,4,07:30,390,E10000003,3,1134,1,30,1,2,3,1307,0,5,1,1,1,0,0,1,2,E01017993
2.01E+12,545210,258790,0.123747,52.208166,35,3,2,1,16/08/2012,5,07:50,390,E10000003,5,291,6,20,3,4,6,0,0,4,1,1,1,0,0,1,2,E01017982
2.01E+12,544710,258940,0.116499,52.209645,35,3,2,1,04/07/2012,4,19:30,390,E10000003,5,290,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01017958
2.01E+12,544650,259000,0.115647,52.2102,35,3,1,1,17/08/2012,6,09:20,390,E10000003,5,290,6,20,0,-1,-1,0,0,0,1,9,1,0,0,1,2,E01017958
2.01E+12,545590,258660,0.129248,52.206898,35,2,1,1,17/08/2012,6,12:30,390,E10000003,6,0,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01017983
2.01E+12,545920,258460,0.133988,52.205014,35,3,1,1,20/08/2012,2,12:07,390,E10000003,3,603,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01017991
2.01E+12,547860,259400,0.162767,52.212942,35,3,2,1,22/08/2012,4,13:10,390,E10000003,6,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01017946
2.01E+12,546860,259250,0.148076,52.211862,35,2,2,1,25/08/2012,7,18:15,390,E10000003,3,1134,3,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01017945
2.01E+12,547050,258110,0.15036,52.201569,35,3,3,1,25/08/2012,7,21:59,390,E10000003,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01017997
2.01E+12,548330,259260,0.169579,52.211558,35,3,1,1,25/08/2012,7,14:40,390,E10000003,3,1303,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01017947
2.01E+12,545330,258690,0.125459,52.207236,35,3,1,1,28/08/2012,3,18:18,390,E10000003,6,0,2,20,3,4,6,0,0,0,1,1,1,0,0,1,2,E01017982
2.01E+12,545120,257570,0.121908,52.197229,35,3,2,1,29/08/2012,4,12:13,390,E10000003,3,603,1,30,2,4,3,1134,0,0,1,8,1,0,0,1,2,E01018005
2.01E+12,545900,258060,0.133523,52.201425,35,2,1,1,26/08/2012,1,03:51,390,E10000003,5,280,6,30,0,-1,-1,0,0,0,4,9,1,0,0,1,1,E01017988
2.01E+12,548380,259240,0.170302,52.211365,35,3,2,1,30/08/2012,5,16:30,390,E10000003,3,1303,6,30,8,4,6,0,0,0,1,1,1,0,0,1,2,E01017947
2.01E+12,546020,259950,0.136092,52.218374,35,3,2,1,04/09/2012,3,21:20,390,E10000003,6,0,6,30,0,-1,-1,0,0,0,1,9,1,0,0,1,2,E01017973
2.01E+12,547980,259320,0.164487,52.212191,35,3,2,1,05/09/2012,4,08:53,390,E10000003,3,1303,3,30,0,-1,-1,0,1,4,1,1,1,0,0,1,1,E01017947
2.01E+12,545170,257650,0.122674,52.197934,35,3,2,1,07/09/2012,6,09:00,390,E10000003,3,603,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01018005
2.01E+12,545250,259440,0.12461,52.213995,35,3,2,1,07/09/2012,6,16:30,390,E10000003,3,1134,1,30,1,2,5,292,0,5,1,1,1,0,0,1,1,E01018009
2.01E+12,545860,255610,0.131885,52.179424,35,3,1,1,06/09/2012,5,18:48,390,E10000003,3,1134,6,30,0,-1,-1,0,0,0,1,9,1,0,0,2,2,E01017995
2.01E+12,547030,255620,0.148988,52.179204,35,3,2,1,08/09/2012,7,07:00,390,E10000003,3,1134,1,30,1,4,5,233,0,0,1,1,1,0,0,1,1,E01017993
2.01E+12,545440,258740,0.127089,52.207656,35,3,2,1,09/09/2012,1,18:15,390,E10000003,5,291,1,30,1,4,5,292,0,0,1,1,1,0,0,1,1,E01017982
2.01E+12,546060,259380,0.136432,52.213242,35,3,1,1,07/09/2012,6,23:40,390,E10000003,3,1134,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01018010
2.01E+12,546640,258780,0.144655,52.207698,35,3,2,1,11/09/2012,3,16:55,390,E10000003,5,298,1,30,1,4,6,0,0,8,1,1,1,0,0,1,1,E01017989
2.01E+12,547390,256430,0.154601,52.186385,35,3,2,1,10/09/2012,2,18:10,390,E10000003,5,235,6,30,3,4,6,0,0,4,1,1,1,0,0,1,2,E01017969
2.01E+12,547500,255700,0.155892,52.179797,35,3,2,1,12/09/2012,4,08:20,390,E10000003,5,233,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01017995
2.01E+12,545570,258750,0.128994,52.207712,35,3,2,1,12/09/2012,4,15:55,390,E10000003,5,291,6,20,3,4,6,0,0,4,1,1,1,0,0,1,1,E01017982
2.01E+12,545140,257480,0.122162,52.196415,35,3,2,1,12/09/2012,4,19:20,390,E10000003,3,1309,3,30,0,-1,-1,0,2,4,4,2,2,0,0,1,2,E01018005
2.01E+12,547140,256080,0.150795,52.183307,35,3,2,1,12/09/2012,4,08:50,390,E10000003,3,1134,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01017992
2.01E+12,546250,258720,0.138926,52.207262,35,3,2,1,14/09/2012,6,14:58,390,E10000003,6,0,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01017989
2.01E+12,547040,258540,0.1504,52.205435,35,3,2,1,15/09/2012,7,18:14,390,E10000003,5,298,6,30,0,-1,-1,0,0,0,4,9,1,0,0,1,2,E01017997
2.01E+12,545640,259930,0.130525,52.218295,35,3,2,2,17/09/2012,2,11:28,390,E10000003,3,1134,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01018008
2.01E+12,546850,255370,0.146249,52.177005,35,3,2,1,17/09/2012,2,11:00,390,E10000003,3,1134,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01017993
2.01E+12,545200,258260,0.123373,52.203407,35,3,1,1,06/08/2012,2,12:00,390,E10000003,5,295,2,30,3,2,5,294,0,5,1,1,1,0,0,1,1,E01017981
2.01E+12,546900,259270,0.14867,52.212031,35,3,2,1,19/09/2012,4,16:00,390,E10000003,3,1134,3,30,6,2,6,0,0,5,1,1,1,0,0,1,1,E01017943
2.01E+12,547430,257410,0.155612,52.195179,35,3,2,1,19/09/2012,4,19:35,390,E10000003,3,1134,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01017999
2.01E+12,546530,256610,0.142108,52.188231,35,3,1,1,18/09/2012,3,21:03,390,E10000003,5,235,6,30,0,-1,-1,0,0,4,4,9,1,0,0,1,2,E01017966
2.01E+12,543710,259840,0.102256,52.217993,35,3,2,1,19/09/2012,4,16:02,390,E10000003,3,1307,6,30,3,4,6,0,0,4,1,1,1,0,0,1,2,E01017956
2.01E+12,544470,253910,0.110847,52.164516,35,3,2,3,20/09/2012,5,15:15,390,E10000003,6,0,6,40,8,4,6,0,0,0,1,1,1,0,0,2,1,E01018003
2.01E+12,547230,256450,0.152271,52.186607,35,3,2,1,21/09/2012,6,19:55,390,E10000003,3,1134,1,30,1,4,5,235,0,4,7,1,1,0,0,1,2,E01017968
2.01E+12,543480,257600,0.097943,52.197927,35,2,2,1,25/09/2012,3,08:31,390,E10000003,3,603,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01017984
2.01E+12,544530,259130,0.113947,52.211399,35,3,2,1,29/09/2012,7,14:57,390,E10000003,5,290,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01017958
2.01E+12,546140,257900,0.136964,52.199924,35,3,2,1,29/09/2012,7,10:25,390,E10000003,5,280,6,20,3,4,6,0,0,1,1,1,1,0,0,1,1,E01017987
2.01E+12,545590,258260,0.129076,52.203304,35,3,1,1,30/09/2012,1,09:30,390,E10000003,5,293,6,30,0,-1,-1,0,0,0,1,9,1,0,0,1,2,E01017981
2.01E+12,545890,260220,0.134307,52.220834,35,3,2,1,01/10/2012,2,18:45,390,E10000003,3,1309,6,30,6,2,5,287,0,5,1,1,1,0,0,1,1,E01018006
2.01E+12,545980,258820,0.13502,52.208232,35,3,2,1,02/10/2012,3,08:25,390,E10000003,5,291,6,50,3,4,6,0,0,4,1,1,1,0,0,1,1,E01017983
2.01E+12,546160,257890,0.137252,52.199829,35,3,2,1,02/10/2012,3,11:03,390,E10000003,5,280,6,20,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01017987
2.01E+12,545320,257480,0.124794,52.196367,35,3,2,1,04/10/2012,5,16:30,390,E10000003,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01018005
2.01E+12,544480,259010,0.113165,52.210334,35,3,2,1,04/10/2012,5,19:59,390,E10000003,3,1303,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01017958
2.01E+12,545730,260000,0.131872,52.2189,35,3,2,1,05/10/2012,6,20:31,390,E10000003,3,1134,1,30,1,4,3,1309,0,0,4,2,2,0,0,1,1,E01018008
2.01E+12,545590,257620,0.128801,52.197554,35,3,2,1,06/10/2012,7,14:40,390,E10000003,3,1307,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01018005
2.01E+12,544700,258960,0.116361,52.209827,35,3,2,1,08/10/2012,2,14:05,390,E10000003,5,290,6,30,0,-1,-1,0,0,0,1,9,1,0,0,1,2,E01017958
2.01E+12,546920,258670,0.148702,52.206635,35,3,2,1,09/10/2012,3,12:50,390,E10000003,5,298,6,30,0,-1,-1,0,0,7,1,1,1,0,0,1,1,E01017997
2.01E+12,547380,256430,0.154455,52.186388,35,3,2,1,11/10/2012,5,06:25,390,E10000003,5,235,6,30,3,4,6,0,0,4,7,1,1,0,0,1,1,E01017968
2.01E+12,545090,258440,0.121842,52.205053,35,3,2,1,11/10/2012,5,20:58,390,E10000003,6,0,2,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01017981
2.01E+12,545710,255620,0.129697,52.179554,35,2,1,1,12/10/2012,6,11:35,390,E10000003,3,1134,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01018003
2.01E+12,544330,259970,0.11138,52.218999,35,3,2,1,09/09/2012,1,13:32,390,E10000003,4,1049,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01017949
2.01E+12,545710,258180,0.130797,52.202554,35,3,1,1,12/10/2012,6,11:40,390,E10000003,3,603,6,30,6,2,5,293,0,5,1,1,1,0,0,1,1,E01017981
2.01E+12,545030,258180,0.120853,52.202733,35,2,2,1,10/10/2012,4,08:50,390,E10000003,5,294,2,20,3,4,6,0,0,4,1,9,1,0,0,1,2,E01017981
2.01E+12,545240,259460,0.124473,52.214178,35,3,2,1,12/10/2012,6,13:45,390,E10000003,3,1134,1,30,1,4,3,1134,0,0,1,1,1,0,0,1,2,E01018009
2.01E+12,545740,258170,0.131231,52.202456,35,3,2,1,13/10/2012,7,17:00,390,E10000003,3,603,6,30,6,2,5,280,0,5,1,1,1,0,0,1,1,E01017988
2.01E+12,545920,257060,0.133385,52.192436,35,3,2,1,14/10/2012,1,19:00,390,E10000003,3,1307,6,30,0,-1,-1,0,0,4,4,1,1,0,0,1,2,E01018004
2.01E+12,548970,256370,0.177669,52.185422,35,2,2,1,15/10/2012,2,09:00,390,E10000003,6,0,6,30,0,-1,-1,0,0,0,1,9,1,0,0,1,2,E01017960
2.01E+12,548650,256420,0.173014,52.185957,35,3,2,1,15/10/2012,2,10:00,390,E10000003,5,233,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01017959
2.01E+12,544360,260280,0.111951,52.221776,35,3,1,1,15/10/2012,2,18:38,390,E10000003,4,1049,6,30,6,2,5,289,0,5,4,2,2,0,0,1,1,E01017955
2.01E+12,544660,258990,0.115789,52.210107,35,3,2,1,10/10/2012,4,12:10,390,E10000003,5,290,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01017958
2.01E+12,543970,253490,0.103364,52.160873,35,3,2,1,15/10/2012,2,17:45,390,E10000003,3,10,1,60,1,4,1,11,0,0,1,1,1,4,0,2,2,E01018003
2.01E+12,545350,258410,0.125631,52.204715,35,3,2,1,17/10/2012,4,20:10,390,E10000003,5,293,1,30,1,4,5,294,0,0,4,1,1,0,0,1,1,E01017982
2.01E+12,546740,261100,0.147123,52.228515,35,3,2,1,18/10/2012,5,02:05,390,E10000003,3,1309,6,30,0,-1,-1,0,0,0,7,9,1,0,0,1,2,E01017976
2.01E+12,547280,256600,0.153067,52.187942,35,3,4,1,18/10/2012,5,15:00,390,E10000003,3,1134,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01017968
